,sex,farminc,age,annhrs,annlabinc,degree,labincbus,yrsexp,yrsftexp,yrsptexp,hrwage,race,region,job
7593,male,0.0,37,3552,42000.0,no_college,0,14.0,12.0,2.0,11.8243246078491,black,south,healthsupport
7594,male,0.0,29,2750,62000.0,no_college,0,11.0,11.0,0.0,22.5454540252686,white,south,officeadmin
7595,male,0.0,35,2118,60000.0,bachelors,0,12.0,7.0,5.0,28.3286113739014,white,northcentral,transport
7596,male,0.0,41,2090,45000.0,no_college,0,21.0,21.0,0.0,21.5311012268066,black,west,business
7597,male,0.0,50,1040,15000.0,no_college,0,32.0,30.0,2.0,14.4230766296387,white,west,foodcare
7598,male,0.0,41,2535,12500.0,no_college,0,23.0,23.0,0.0,4.9309663772583,white,northcentral,manager
7599,male,0.0,39,1800,34000.0,no_college,0,20.0,19.8919677734375,0.1080322265625,18.8888893127441,white,northcentral,na
7600,male,0.0,37,2205,45000.0,no_college,0,17.0,15.0,2.0,20.4081630706787,white,west,manager
7601,male,0.0,38,3000,49352.0,no_college,0,19.0,19.0,0.0,16.4506664276123,white,northcentral,constructextractinstall
7602,male,0.0,42,2000,30000.0,no_college,0,24.0,24.0,0.0,15.0,hisp,west,constructextractinstall
7603,male,0.0,44,2064,16500.0,no_college,0,24.0,21.0,3.0,7.99418592453003,white,south,constructextractinstall
7604,male,0.0,35,3353,26500.0,bachelors,0,17.0,8.0,9.0,7.90336990356445,white,northcentral,manager
7605,male,0.0,27,2444,34000.0,bachelors,0,4.0,4.0,0.0,13.9116201400757,white,northcentral,constructextractinstall
7606,male,0.0,53,2395,50000.0,no_college,0,35.0,35.0,0.0,20.8768272399902,white,northcentral,production
7607,male,0.0,51,2793,99000.0,no_college,0,32.0,30.0,2.0,35.4457588195801,black,south,officeadmin
7608,male,0.0,48,2538,50000.0,no_college,0,24.0,22.0,2.0,19.7005519866943,white,west,na
7609,male,0.0,28,2308,31484.0,no_college,0,9.0,8.0,1.0,13.6412477493286,black,south,healthcare
7610,male,0.0,35,1728,8000.0,no_college,0,17.0,15.0,2.0,4.62962961196899,white,south,transport
7611,male,0.0,28,2750,57000.0,bachelors,0,10.0,5.0,5.0,20.7272720336914,white,northeast,manager
7612,male,0.0,47,2117,40200.0,no_college,0,28.0,26.0,2.0,18.9891357421875,white,west,computer
7613,male,0.0,39,1500,25642.0,no_college,0,15.0,14.0,1.0,17.0946674346924,black,northeast,officeadmin
7614,male,0.0,47,2000,30000.0,no_college,0,22.0,17.0,5.0,15.0,white,south,transport
7615,male,0.0,47,2235,47000.0,no_college,0,23.0,23.0,0.0,21.0290832519531,white,northcentral,protective
7616,male,0.0,29,2580,39000.0,bachelors,0,10.0,8.0,2.0,15.1162786483765,white,northcentral,artist
7617,male,0.0,45,1976,32000.0,no_college,0,26.0,23.0,3.0,16.1943321228027,black,south,constructextractinstall
7618,male,0.0,44,2040,37000.0,no_college,0,26.0,26.0,0.0,18.1372547149658,white,south,constructextractinstall
7619,male,0.0,41,1960,69551.0,no_college,0,16.0,15.9073820114136,0.0926179885864258,35.4852027893066,black,south,officeadmin
7620,male,0.0,36,2592,15000.0,bachelors,0,18.0,18.0,0.0,5.78703689575195,black,northcentral,transport
7621,male,0.0,28,2083,25000.0,no_college,0,10.0,8.0,2.0,12.0019207000732,white,northcentral,production
7622,male,0.0,31,3060,130000.0,bachelors,0,9.0,6.0,3.0,42.4836616516113,white,northeast,architect
7623,male,0.0,29,2320,18000.0,no_college,0,10.0,9.0,1.0,7.75862073898315,white,south,manager
7624,male,0.0,43,1032,78300.0,no_college,0,24.0,18.0,6.0,75.8720932006836,white,northcentral,transport
7625,male,0.0,36,2195,21000.0,bachelors,0,17.0,17.0,0.0,9.56719779968262,white,south,scientist
7626,male,0.0,27,1848,54000.0,bachelors,0,7.0,4.0,3.0,29.2207794189453,white,south,computer
7627,male,0.0,62,780,12000.0,no_college,0,44.0,31.0,13.0,15.384614944458,black,south,transport
7628,male,0.0,33,2880,39600.0,no_college,0,13.0,11.0,2.0,13.75,black,south,transport
7629,male,0.0,38,2352,24000.0,no_college,0,20.0,19.0,1.0,10.2040815353394,white,northeast,constructextractinstall
7630,male,0.0,48,2500,165000.0,bachelors,0,25.0,22.0,3.0,66.0,white,west,manager
7631,male,0.0,37,1032,17000.0,no_college,0,19.0,15.0,4.0,16.4728679656982,white,south,production
7632,male,0.0,34,2488,38200.0,no_college,0,15.0,15.0,0.0,15.3536977767944,white,west,production
7633,male,0.0,55,2080,35000.0,no_college,0,31.0,28.0,3.0,16.8269233703613,black,south,constructextractinstall
7634,male,0.0,36,2030,22000.0,no_college,0,12.0,11.0,1.0,10.837438583374,white,northcentral,constructextractinstall
7635,male,0.0,44,3621,12600.0,no_college,0,26.0,26.0,0.0,3.47970175743103,black,south,transport
7636,male,0.0,32,2888,42569.0,no_college,24069,14.0,14.0,0.0,14.7399587631226,white,south,na
7637,male,0.0,26,2750,26000.0,bachelors,0,8.0,4.0,4.0,9.45454502105713,white,south,architect
7638,male,0.0,59,1224,57000.0,bachelors,0,28.0,25.0,3.0,46.5686264038086,white,northeast,healthcare
7640,male,0.0,46,2410,148000.0,advanced_degree,0,15.0,15.0,0.0,61.4107894897461,white,northeast,lawyerphysician
7641,male,0.0,29,1960,24000.0,no_college,0,10.0,9.0,1.0,12.2448978424072,white,northeast,manager
7642,male,0.0,25,2104,14000.0,no_college,0,6.0,4.0,2.0,6.65399217605591,white,south,transport
7643,male,0.0,27,2241,50000.0,no_college,0,8.0,4.0,4.0,22.3114681243896,white,south,officeadmin
7644,male,0.0,34,2329,16000.0,bachelors,0,16.0,10.0,6.0,6.86990118026733,white,northcentral,business
7645,male,0.0,26,1978,12200.0,no_college,0,8.0,8.0,0.0,6.16784620285034,black,northcentral,building
7646,male,0.0,44,1980,42000.0,no_college,0,19.0,19.0,0.0,21.212121963501,white,south,production
7647,male,0.0,42,174,3300.0,no_college,0,23.0,22.0,1.0,18.9655170440674,white,south,manager
7648,male,0.0,48,2060,15920.0,no_college,0,29.0,24.0,5.0,7.7281551361084,black,west,building
7649,male,0.0,42,1892,41212.0,no_college,0,21.0,20.0,1.0,21.7822418212891,black,northcentral,transport
7650,male,0.0,41,1834,24800.0,bachelors,0,19.0,19.0,0.0,13.5223550796509,white,northeast,manager
7651,male,0.0,53,1400,75000.0,bachelors,20000,30.0,26.0,4.0,53.5714302062988,white,northeast,legaleduc
7652,male,0.0,28,2084,5500.0,no_college,0,10.0,10.0,0.0,2.63915538787842,black,south,production
7653,male,0.0,50,1400,60000.0,no_college,0,31.0,30.0,1.0,42.8571434020996,black,west,business
7654,male,0.0,32,2040,16850.0,no_college,0,14.0,14.0,0.0,8.25980377197266,white,northeast,constructextractinstall
7655,male,0.0,51,1901,56500.0,bachelors,0,24.0,18.0,6.0,29.7211990356445,white,northeast,officeadmin
7656,male,0.0,47,2430,106000.0,no_college,0,23.0,20.0,3.0,43.6213989257812,white,south,manager
7657,male,0.0,48,2040,41000.0,no_college,0,28.0,28.0,0.0,20.0980396270752,black,south,transport
7658,male,0.0,60,2294,65000.0,advanced_degree,0,33.0,25.0,8.0,28.3347854614258,white,northcentral,lawyerphysician
7659,male,0.0,48,2907,38000.0,no_college,0,23.0,20.9497451782227,2.05025482177734,13.0718955993652,white,northcentral,transport
7660,male,0.0,35,2000,32000.0,bachelors,0,12.0,7.0,5.0,16.0,white,northcentral,legaleduc
7661,male,0.0,34,2054,30000.0,no_college,0,16.0,16.0,0.0,14.6056470870972,white,northcentral,production
7662,male,0.0,33,1531,18500.0,bachelors,0,13.0,9.0,4.0,12.0836057662964,white,northeast,socialworker
7663,male,0.0,31,2243,27000.0,no_college,0,13.0,13.0,0.0,12.037449836731,white,south,protective
7664,male,0.0,44,1588,20000.0,no_college,0,26.0,25.0,1.0,12.5944585800171,white,west,constructextractinstall
7665,male,0.0,45,3185,122000.0,advanced_degree,0,26.0,19.0,7.0,38.3045539855957,white,south,lawyerphysician
7666,male,0.0,28,1960,12800.0,no_college,0,10.0,10.0,0.0,6.53061246871948,white,northcentral,officeadmin
7667,male,0.0,26,2520,65000.0,no_college,0,5.0,5.0,0.0,25.7936515808105,white,west,transport
7668,male,0.0,45,2232,160000.0,bachelors,0,17.0,17.0,0.0,71.6845855712891,white,south,manager
7669,male,0.0,32,1296,11664.0,no_college,0,9.0,8.0,1.0,9.0,black,south,production
7670,male,0.0,27,1920,9476.0,no_college,0,9.0,9.0,0.0,4.93541669845581,black,south,constructextractinstall
7671,male,0.0,32,1776,22500.0,no_college,0,14.0,14.0,0.0,12.6689186096191,black,northcentral,officeadmin
7672,male,0.0,37,1992,18400.0,no_college,0,18.0,18.0,0.0,9.23694801330566,white,south,production
7673,male,0.0,37,1904,40500.0,no_college,0,13.0,13.0,0.0,21.2710075378418,white,south,transport
7674,male,0.0,42,2000,44700.0,no_college,0,16.0,16.0,0.0,22.3500003814697,white,northcentral,production
7675,male,0.0,25,2200,15601.0,no_college,0,7.0,5.0,2.0,7.09136343002319,white,south,computer
7676,male,0.0,47,2538,35000.0,no_college,0,29.0,29.0,0.0,13.7903861999512,white,northcentral,constructextractinstall
7677,male,0.0,35,2124,25000.0,bachelors,0,14.0,12.0,2.0,11.7702445983887,white,northcentral,scientist
7678,male,0.0,50,1896,15284.0,no_college,0,32.0,32.0,0.0,8.06118106842041,white,south,production
7679,male,0.0,36,300,1000.0,no_college,0,18.0,18.0,0.0,3.33333325386047,black,northcentral,healthsupport
7680,male,0.0,27,2600,52200.0,no_college,0,8.0,7.0,1.0,20.0769233703613,white,south,constructextractinstall
7681,male,0.0,49,2000,70000.0,no_college,0,24.0,23.0,1.0,35.0,black,south,constructextractinstall
7682,male,0.0,27,2600,16000.0,bachelors,0,9.0,6.0,3.0,6.1538462638855,white,west,manager
7683,male,0.0,39,2080,29000.0,no_college,0,20.0,5.0,15.0,13.942307472229,black,south,foodcare
7684,male,0.0,49,2064,31000.0,no_college,0,30.0,30.0,0.0,15.0193796157837,white,northeast,constructextractinstall
7685,male,0.0,38,2690,25500.0,no_college,0,19.0,10.0,9.0,9.47955417633057,white,west,legaleduc
7686,male,0.0,38,2200,14500.0,no_college,0,19.0,17.0,2.0,6.59090900421143,black,south,constructextractinstall
7687,male,0.0,33,1952,23200.0,no_college,0,15.0,15.0,0.0,11.8852462768555,hisp,west,business
7688,male,0.0,27,2623,11000.0,bachelors,0,9.0,3.0,6.0,4.19367122650146,white,south,constructextractinstall
7689,male,0.0,33,1968,58000.0,no_college,200,11.0,9.0,2.0,29.4715442657471,white,south,computer
7690,male,0.0,39,1928,19000.0,bachelors,0,21.0,17.0,4.0,9.85477161407471,white,northcentral,officeadmin
7691,male,0.0,31,1560,20000.0,no_college,0,13.0,13.0,0.0,12.8205127716064,black,west,transport
7692,male,0.0,37,1896,22000.0,no_college,0,19.0,19.0,0.0,11.6033754348755,white,northeast,architect
7693,male,0.0,49,2000,35000.0,no_college,0,29.0,29.0,0.0,17.5,black,south,transport
7694,male,0.0,26,2340,23000.0,no_college,0,8.0,8.0,0.0,9.82905960083008,white,northcentral,constructextractinstall
7695,male,0.0,35,1901,38000.0,no_college,0,15.0,15.0,0.0,19.9894790649414,white,south,officeadmin
7696,male,0.0,54,1840,25000.0,no_college,0,28.0,25.0,3.0,13.5869569778442,white,south,constructextractinstall
7697,male,0.0,47,2448,19000.0,no_college,0,22.0,21.0,1.0,7.76143789291382,hisp,west,transport
7698,male,0.0,38,2016,25300.0,no_college,0,19.0,19.0,0.0,12.5496034622192,white,northcentral,transport
7699,male,0.0,41,2940,170000.0,advanced_degree,0,18.0,11.0,7.0,57.823127746582,white,northeast,manager
7700,male,0.0,28,2000,24484.0,bachelors,0,9.0,9.0,0.0,12.2419996261597,hisp,northcentral,computer
7701,male,0.0,64,624,3500.0,no_college,0,43.0,43.0,0.0,5.60897445678711,white,northcentral,building
7702,male,0.0,30,2776,33000.0,no_college,0,12.0,10.0,2.0,11.8876085281372,white,west,protective
7703,male,0.0,32,1040,5400.0,no_college,0,8.0,6.0,2.0,5.192307472229,hisp,south,production
7704,male,0.0,50,2100,12600.0,no_college,0,32.0,32.0,0.0,6.0,white,south,constructextractinstall
7705,male,0.0,33,2057,22000.0,no_college,0,14.0,14.0,0.0,10.6951875686646,black,northcentral,transport
7706,male,0.0,31,2530,24500.0,bachelors,0,12.0,10.0,2.0,9.68379402160645,white,west,manager
7707,male,0.0,37,3000,48000.0,no_college,0,17.0,17.0,0.0,16.0,black,west,transport
7708,male,0.0,56,1743,55000.0,no_college,0,32.0,31.0,1.0,31.5547904968262,white,south,building
7709,male,0.0,25,1980,20450.0,no_college,0,7.0,5.0,2.0,10.3282823562622,white,northcentral,officeadmin
7710,male,0.0,45,2205,30000.0,bachelors,0,19.0,16.0,3.0,13.6054420471191,white,northeast,postseceduc
7711,male,0.0,49,2246,74000.0,no_college,0,30.0,29.0,1.0,32.9474639892578,white,west,architect
7712,male,0.0,26,1090,13000.0,no_college,0,6.0,5.0,1.0,11.9266052246094,black,northcentral,foodcare
7713,male,0.0,26,2024,14000.0,no_college,0,8.0,8.0,0.0,6.91699600219727,white,northcentral,constructextractinstall
7714,male,0.0,34,2084,19176.0,bachelors,0,16.0,16.0,0.0,9.20153522491455,white,northeast,architect
7715,male,0.0,35,2340,40000.0,no_college,0,17.0,17.0,0.0,17.0940170288086,black,south,constructextractinstall
7716,male,0.0,40,2244,34000.0,no_college,0,20.0,19.0,1.0,15.151515007019,black,northcentral,transport
7717,male,0.0,35,2331,52000.0,no_college,0,16.0,13.0,3.0,22.3080215454102,white,south,business
7718,male,0.0,48,1440,57994.0,no_college,0,24.0,20.0,4.0,40.2736129760742,white,northcentral,sales
7719,male,0.0,56,1788,49000.0,no_college,0,31.0,28.0,3.0,27.4049224853516,white,west,transport
7720,male,0.0,41,1445,31300.0,bachelors,0,22.0,16.0,6.0,21.6609001159668,black,northeast,legaleduc
7721,male,0.0,58,2111,25000.0,no_college,0,39.0,39.0,0.0,11.8427286148071,white,northeast,constructextractinstall
7722,male,0.0,46,1957,22300.0,no_college,0,27.0,25.0,2.0,11.3949918746948,black,south,transport
7723,male,0.0,37,2160,85810.0,no_college,0,14.0,11.0,3.0,39.7268524169922,white,south,manager
7724,male,0.0,46,2200,19760.0,no_college,0,28.0,28.0,0.0,8.98181819915771,white,northcentral,constructextractinstall
7725,male,0.0,36,1748,44000.0,no_college,0,12.0,11.0,1.0,25.1716251373291,white,west,constructextractinstall
7726,male,0.0,44,1612,9124.0,no_college,0,25.0,23.0,2.0,5.66004943847656,white,northcentral,socialworker
7727,male,0.0,33,2937,16375.0,no_college,0,15.0,15.0,0.0,5.57541704177856,black,south,building
7728,male,0.0,42,2000,13000.0,no_college,0,23.0,23.0,0.0,6.5,white,south,protective
7729,male,0.0,36,2450,38000.0,no_college,0,13.0,13.0,0.0,15.5102043151855,white,northeast,constructextractinstall
7730,male,0.0,30,2848,23000.0,no_college,0,12.0,11.0,1.0,8.07584285736084,white,northcentral,production
7731,male,0.0,42,2550,22000.0,no_college,0,22.0,13.0,9.0,8.62745094299316,white,northcentral,transport
7732,male,0.0,26,1212,9696.0,no_college,0,6.0,6.0,0.0,8.0,white,northeast,sales
7733,male,0.0,47,970,15000.0,no_college,0,22.0,20.0,2.0,15.4639177322388,white,northeast,protective
7734,male,0.0,27,3036,31520.0,bachelors,0,7.0,2.0,5.0,10.3820819854736,white,west,legaleduc
7735,male,0.0,37,2396,41000.0,no_college,0,18.0,18.0,0.0,17.111852645874,black,south,protective
7736,male,0.0,44,1920,36000.0,no_college,0,18.0,18.0,0.0,18.75,white,south,protective
7737,male,0.0,30,2232,53000.0,no_college,0,10.0,6.0,4.0,23.7455196380615,white,northcentral,officeadmin
7738,male,0.0,42,2222,13000.0,no_college,0,20.0,8.0,12.0,5.85058498382568,black,northcentral,production
7739,male,0.0,33,2383,41000.0,no_college,0,14.0,13.0,1.0,17.2052040100098,white,south,manager
7740,male,0.0,53,1960,100000.0,no_college,0,29.0,25.0,4.0,51.0204086303711,white,west,architect
7741,male,0.0,45,2579,69000.0,bachelors,0,16.0,15.0,1.0,26.7545566558838,white,south,financialop
7742,male,0.0,30,3224,74000.0,no_college,0,8.0,8.0,0.0,22.9528541564941,white,west,computer
7743,male,0.0,37,2214,19000.0,no_college,0,19.0,19.0,0.0,8.58175277709961,black,south,lawyerphysician
7744,male,0.0,48,1656,21000.0,no_college,0,26.0,26.0,0.0,12.6811590194702,white,northcentral,officeadmin
7745,male,0.0,51,2331,76000.0,no_college,0,26.0,25.0,1.0,32.6040344238281,white,northcentral,transport
7746,male,0.0,28,2064,24700.0,no_college,0,7.0,7.0,0.0,11.9670543670654,white,northeast,constructextractinstall
7747,male,0.0,50,1960,54000.0,no_college,0,28.0,28.0,0.0,27.5510196685791,black,south,transport
7748,male,0.0,32,2370,56000.0,bachelors,0,10.0,5.0,5.0,23.6286926269531,white,west,business
7749,male,0.0,62,1920,9213.0,no_college,0,44.0,44.0,0.0,4.79843759536743,black,south,building
7750,male,0.0,33,3672,36000.0,no_college,0,14.0,14.0,0.0,9.80392169952393,white,south,constructextractinstall
7751,male,0.0,30,1928,38900.0,no_college,0,10.0,6.0,4.0,20.1763477325439,black,northcentral,officeadmin
7752,male,0.0,27,2120,4000.0,no_college,0,9.0,2.0,7.0,1.88679242134094,black,south,constructextractinstall
7753,male,0.0,46,2091,16000.0,no_college,0,28.0,28.0,0.0,7.65184116363525,white,west,production
7754,male,0.0,48,3000,81000.0,no_college,0,25.0,25.0,0.0,27.0,black,south,transport
7755,male,0.0,27,2754,60000.0,no_college,0,7.0,7.0,0.0,21.7864933013916,white,west,manager
7756,male,0.0,48,1840,30000.0,no_college,0,30.0,28.0,2.0,16.3043479919434,white,northeast,production
7757,male,0.0,44,2295,22000.0,no_college,0,25.0,25.0,0.0,9.58605670928955,white,northeast,building
7758,male,0.0,42,2024,55000.0,bachelors,0,19.0,14.0,5.0,27.1739139556885,white,northcentral,sales
7759,male,0.0,26,2480,51000.0,bachelors,0,8.0,5.0,3.0,20.5645160675049,white,northeast,protective
7760,male,0.0,56,2000,9981.0,no_college,0,23.0,23.0,0.0,4.99049997329712,white,south,constructextractinstall
7761,male,0.0,28,2352,15000.0,bachelors,0,10.0,5.0,5.0,6.37755107879639,white,northeast,production
7762,male,0.0,40,3546,44032.0,no_college,0,21.0,21.0,0.0,12.4173717498779,white,northcentral,production
7763,male,0.0,42,1864,37400.0,no_college,0,24.0,24.0,0.0,20.0643768310547,white,west,building
7764,male,0.0,29,1836,11050.0,no_college,0,11.0,9.0,2.0,6.01851844787598,black,northeast,protective
7765,male,0.0,53,1960,104000.0,bachelors,0,28.0,19.0,9.0,53.0612258911133,na,northeast,constructextractinstall
7766,male,0.0,40,2112,23000.0,no_college,0,22.0,22.0,0.0,10.8901519775391,white,south,computer
7767,male,0.0,38,2844,70000.0,no_college,0,16.0,10.0,6.0,24.6132202148438,white,west,manager
7768,male,0.0,52,2500,91000.0,advanced_degree,0,31.0,30.0,1.0,36.4000015258789,white,northcentral,manager
7769,male,0.0,33,2184,68000.0,bachelors,0,11.0,7.0,4.0,31.1355304718018,white,northeast,manager
7770,male,0.0,36,3060,33400.0,advanced_degree,0,18.0,12.0,6.0,10.9150323867798,white,west,computer
7771,male,0.0,50,2205,42200.0,no_college,0,31.0,28.0,3.0,19.1383228302002,white,northcentral,constructextractinstall
7772,male,0.0,52,1832,48100.0,advanced_degree,0,32.0,19.0,13.0,26.2554588317871,white,northeast,computer
7773,male,0.0,31,3060,32000.0,no_college,0,12.0,10.0,2.0,10.4575166702271,black,south,transport
7774,male,0.0,32,3250,59500.0,no_college,0,9.0,8.0,1.0,18.3076915740967,white,south,transport
7775,male,0.0,59,315,2500.0,bachelors,0,35.0,35.0,0.0,7.93650770187378,white,west,transport
7776,male,0.0,45,2040,42400.0,no_college,0,19.0,19.0,0.0,20.7843132019043,black,south,transport
7777,male,0.0,41,2250,70000.0,no_college,0,20.0,20.0,0.0,31.1111106872559,white,south,manager
7778,male,0.0,30,2012,13000.0,no_college,0,12.0,12.0,0.0,6.46123266220093,white,northcentral,production
7779,male,0.0,27,2450,15000.0,no_college,0,8.0,8.0,0.0,6.12244892120361,black,south,transport
7780,male,0.0,55,2448,72340.0,bachelors,0,32.0,28.0,4.0,29.5506534576416,white,south,constructextractinstall
7781,male,0.0,50,2080,12000.0,no_college,0,30.0,25.0,5.0,5.76923084259033,black,south,constructextractinstall
7782,male,0.0,27,1800,4350.0,no_college,0,5.0,5.0,0.0,2.41666674613953,black,south,constructextractinstall
7783,male,0.0,51,2010,40000.0,bachelors,0,30.0,25.0,5.0,19.9004974365234,white,northcentral,healthcare
7784,male,0.0,50,3570,23000.0,bachelors,0,21.0,18.0,3.0,6.44257688522339,white,northcentral,socialworker
7785,male,0.0,30,1950,55000.0,no_college,0,10.0,10.0,0.0,28.2051277160645,white,northeast,constructextractinstall
7786,male,0.0,28,1840,60000.0,bachelors,0,7.0,3.0,4.0,32.6086959838867,white,west,sales
7787,male,0.0,35,2550,23650.0,no_college,0,17.0,17.0,0.0,9.27450942993164,white,northcentral,sales
7788,male,0.0,33,2184,18500.0,no_college,0,15.0,13.0,2.0,8.47069549560547,white,south,constructextractinstall
7789,male,0.0,31,2141,120000.0,advanced_degree,0,11.0,2.0,9.0,56.0485763549805,white,northeast,lawyerphysician
7790,male,0.0,50,964,110000.0,no_college,0,25.0,10.6405725479126,14.3594274520874,114.107887268066,white,northcentral,transport
7791,male,0.0,51,1920,7862.0,no_college,0,33.0,33.0,0.0,4.09479188919067,black,south,production
7792,male,0.0,48,2510,14000.0,no_college,0,30.0,28.0,2.0,5.5776891708374,white,south,protective
7793,male,0.0,51,1800,69000.0,bachelors,0,28.0,26.0,2.0,38.3333320617676,white,west,manager
7794,male,0.0,32,1804,42000.0,no_college,0,13.0,13.0,0.0,23.2815971374512,white,west,constructextractinstall
7795,male,0.0,34,2100,24000.0,no_college,0,14.0,14.0,0.0,11.4285717010498,white,west,protective
7796,male,0.0,30,2125,66000.0,no_college,0,10.0,10.0,0.0,31.0588226318359,white,northcentral,computer
7797,male,0.0,27,2256,39500.0,no_college,0,8.0,8.0,0.0,17.5088653564453,black,south,production
7798,male,0.0,59,2065,19600.0,no_college,0,41.0,41.0,0.0,9.49152565002441,white,northcentral,constructextractinstall
7799,male,0.0,27,1840,13000.0,no_college,0,8.0,6.0,2.0,7.0652174949646,white,northeast,transport
7800,male,0.0,47,2820,14000.0,no_college,0,29.0,29.0,0.0,4.96453905105591,white,south,transport
7801,male,0.0,49,2317,160000.0,advanced_degree,0,26.0,21.0,5.0,69.0548095703125,white,south,financialop
7802,male,0.0,25,2060,16000.0,no_college,0,7.0,7.0,0.0,7.76699018478394,white,south,constructextractinstall
7803,male,0.0,35,2080,32000.0,no_college,0,12.0,11.0,1.0,15.384614944458,white,south,constructextractinstall
7804,male,0.0,34,2380,26000.0,no_college,0,13.0,13.0,0.0,10.9243698120117,white,northcentral,sales
7805,male,0.0,33,1940,20400.0,no_college,0,15.0,13.0,2.0,10.5154638290405,white,west,computer
7806,male,0.0,45,2695,68000.0,bachelors,0,21.0,21.0,0.0,25.2319107055664,white,south,constructextractinstall
7807,male,0.0,59,867,12000.0,no_college,0,40.0,38.0,2.0,13.8408308029175,white,west,constructextractinstall
7809,male,0.0,59,2420,60000.0,no_college,0,29.0,25.0,4.0,24.7933883666992,white,west,manager
7810,male,0.0,26,2060,26000.0,bachelors,0,8.0,8.0,0.0,12.62135887146,white,northcentral,artist
7811,male,0.0,42,2850,40139.0,no_college,0,22.0,22.0,0.0,14.0838594436646,white,west,constructextractinstall
7812,male,0.0,36,2008,27074.0,bachelors,0,14.0,14.0,0.0,13.4830675125122,white,south,artist
7813,male,0.0,37,1960,23000.0,no_college,0,19.0,19.0,0.0,11.7346935272217,white,northcentral,production
7815,male,0.0,50,2077,94000.0,bachelors,0,26.0,26.0,0.0,45.2575836181641,white,northcentral,business
7816,male,0.0,36,2550,26000.0,no_college,0,17.0,16.0,1.0,10.1960783004761,white,west,constructextractinstall
7817,male,0.0,47,2550,40000.0,no_college,0,24.0,23.0,1.0,15.6862745285034,white,south,constructextractinstall
7818,male,0.0,53,828,45000.0,no_college,0,29.0,27.0,2.0,54.347827911377,white,northcentral,transport
7819,male,0.0,37,2538,34000.0,no_college,0,18.0,18.0,0.0,13.3963747024536,white,south,transport
7820,male,0.0,27,2184,9000.0,no_college,0,9.0,7.0,2.0,4.12087917327881,black,south,constructextractinstall
7821,male,0.0,38,2964,53000.0,no_college,0,14.0,14.0,0.0,17.8812408447266,white,south,sales
7822,male,0.0,51,690,14000.0,no_college,0,1.0,1.0,0.0,20.2898559570312,white,south,production
7823,male,0.0,43,1444,35000.0,no_college,0,18.0,18.0,0.0,24.2382278442383,black,south,transport
7824,male,0.0,28,2402,32000.0,no_college,0,10.0,10.0,0.0,13.3222312927246,black,south,protective
7825,male,0.0,46,2142,83000.0,no_college,0,28.0,25.0,3.0,38.7488327026367,black,west,production
7826,male,0.0,56,1748,30000.0,no_college,0,38.0,37.0,1.0,17.1624717712402,black,northeast,transport
7827,male,0.0,36,2940,50000.0,no_college,0,18.0,18.0,0.0,17.0068035125732,white,northeast,constructextractinstall
7828,male,0.0,30,2232,41600.0,no_college,0,11.0,11.0,0.0,18.6379928588867,white,south,production
7829,male,0.0,59,2094,75000.0,bachelors,0,35.0,35.0,0.0,35.8166198730469,black,south,healthcare
7830,male,0.0,41,2040,17000.0,no_college,0,22.0,22.0,0.0,8.33333301544189,black,northeast,protective
7831,male,0.0,49,3060,65000.0,bachelors,0,25.0,16.0,9.0,21.2418308258057,black,south,manager
7832,male,0.0,25,2474,19000.0,no_college,0,7.0,7.0,0.0,7.67987060546875,white,northeast,constructextractinstall
7833,male,0.0,34,2560,39600.0,no_college,0,16.0,11.0,5.0,15.46875,white,northcentral,transport
7834,male,0.0,62,1758,25000.0,no_college,0,43.0,42.0,1.0,14.2207050323486,white,south,officeadmin
7835,male,0.0,36,1920,34800.0,bachelors,0,18.0,14.0,4.0,18.125,white,south,officeadmin
7836,male,0.0,46,1864,63000.0,no_college,0,26.0,26.0,0.0,33.798282623291,black,south,protective
7837,male,0.0,40,2500,36000.0,no_college,0,22.0,22.0,0.0,14.3999996185303,white,northcentral,production
7838,male,0.0,25,1980,11000.0,no_college,0,3.0,3.0,0.0,5.55555534362793,white,west,healthcare
7839,male,0.0,38,2032,30000.0,bachelors,0,14.0,9.0,5.0,14.7637796401978,white,south,socialworker
7840,male,0.0,28,2020,14500.0,no_college,0,9.0,5.0,4.0,7.17821788787842,hisp,west,officeadmin
7841,male,0.0,27,3120,25090.0,no_college,0,9.0,9.0,0.0,8.04166698455811,hisp,west,constructextractinstall
7842,male,0.0,59,2244,43300.0,no_college,0,34.0,33.0,1.0,19.2959003448486,black,south,constructextractinstall
7843,male,0.0,39,2300,28000.0,no_college,0,20.0,20.0,0.0,12.1739130020142,white,northeast,building
7844,male,0.0,39,2964,14000.0,no_college,0,17.0,16.0,1.0,4.72334671020508,white,west,manager
7845,male,0.0,46,1717,30000.0,no_college,0,21.0,19.0,2.0,17.4723358154297,white,northcentral,production
7846,male,0.0,29,4680,69000.0,no_college,50,8.0,8.0,0.0,14.7435894012451,white,west,manager
7847,male,0.0,50,2475,26000.0,no_college,0,28.0,27.0,1.0,10.5050506591797,black,south,transport
7848,male,0.0,51,2040,10465.0,no_college,0,28.0,28.0,0.0,5.12990188598633,black,south,transport
7849,male,0.0,62,2040,42528.0,no_college,0,38.0,34.0,4.0,20.8470592498779,white,west,constructextractinstall
7850,male,0.0,29,2470,63300.0,no_college,0,8.0,4.0,4.0,25.6275310516357,white,south,sales
