sex,age,annhrs,annlabinc,degree,yrsexp,yrsftexp,yrsptexp,hrwage,race,job,region
1,54,2040,38760.0,0.0,29.0,28.0,1.0,19.0,0,2,2
1,33,1340,13000.0,0.0,15.0,15.0,0.0,9.70149231,2,15,2
1,28,1275,9500.0,1.0,10.0,4.0,6.0,7.450980186,2,18,3
1,27,1974,16000.0,0.0,9.0,9.0,0.0,8.105369568,1,7,3
1,32,2178,22000.0,0.0,14.0,13.0,1.0,10.10101032,0,13,3
1,41,2728,39000.0,2.0,20.0,19.0,1.0,14.2961874,2,18,2
1,31,2116,24500.0,0.0,13.0,7.0,6.0,11.5784502,2,12,0
1,34,2450,68000.0,0.0,10.0,10.0,0.0,27.75510216,2,20,3
1,35,2756,36240.0,0.0,17.0,17.0,0.0,13.14949226,0,16,1
1,28,2275,32100.0,0.0,7.0,6.0,1.0,14.10988998,2,7,1
1,30,2580,26000.0,0.0,11.0,11.0,0.0,10.07751942,0,20,2
1,31,2401,24000.0,0.0,13.0,13.0,0.0,9.995835304,2,20,2
1,47,2450,35000.0,0.0,27.0,27.0,0.0,14.28571415,0,0,2
1,53,2340,55000.0,1.0,32.0,29.0,3.0,23.50427437,2,20,1
1,37,2040,30000.0,0.0,17.0,15.0,2.0,14.70588207,0,19,3
1,35,2916,39000.0,0.0,16.0,16.0,0.0,13.37448597,0,20,2
1,30,1277,20000.0,0.0,7.0,4.0,3.0,15.66170692,0,20,0
1,61,1968,26400.0,0.0,37.0,29.0,8.0,13.41463375,2,11,3
1,45,2205,10400.0,0.0,27.0,27.0,0.0,4.716553211,2,12,2
1,34,1600,14000.0,0.0,16.0,16.0,0.0,8.75,0,15,2
1,58,2080,19000.0,1.0,38.0,32.0,6.0,9.134614944,2,17,0
1,52,2106,24900.0,0.0,33.0,33.0,0.0,11.8233614,2,5,1
1,48,2082,15000.0,0.0,30.0,30.0,0.0,7.204610825,0,2,3
1,42,2450,12640.0,0.0,24.0,24.0,0.0,5.159183502,2,12,2
1,39,2080,50000.0,0.0,21.0,21.0,0.0,24.03846169,2,5,3
1,26,2040,7762.0,0.0,8.0,8.0,0.0,3.804902077,0,15,2
1,48,2215,22000.0,0.0,30.0,30.0,0.0,9.932279587,2,15,1
1,27,2312,35800.0,1.0,9.0,5.0,4.0,15.48442936,2,16,1
1,34,1840,15000.0,0.0,12.0,6.0,6.0,8.152173996,2,18,0
1,40,2480,28000.0,0.0,17.0,17.0,0.0,11.2903223,2,20,0
1,35,1950,33000.0,1.0,16.0,10.0,6.0,16.92307663,2,11,2
1,27,2346,40000.0,0.0,1.0,1.0,0.0,17.05029869,0,13,2
1,25,2312,15400.0,0.0,3.0,3.0,0.0,6.660899639,2,13,0
1,45,2040,42000.0,0.0,21.0,19.0,2.0,20.58823586,0,13,2
1,36,2352,45000.0,0.0,18.0,18.0,0.0,19.13265228,2,5,3
1,60,2450,46550.0,0.0,36.0,36.0,0.0,19.0,2,12,0
1,49,2000,38000.0,0.0,31.0,31.0,0.0,19.0,1,5,1
1,43,2824,58690.0,0.0,24.0,24.0,0.0,20.78257751,2,5,1
1,30,2935,40500.0,0.0,11.0,11.0,0.0,13.79897785,2,12,2
1,35,2167,21480.0,0.0,15.0,13.0,2.0,9.912321091,2,5,2
1,31,1984,48000.0,1.0,10.0,7.0,3.0,24.1935482,2,6,0
1,34,2073,53435.0,0.0,16.0,16.0,0.0,25.77665138,2,7,3
1,42,1968,23000.0,0.0,11.0,8.0,4.0,11.68699169,0,5,2
1,37,1440,3000.0,0.0,15.0,15.0,0.0,2.083333254,0,2,0
1,53,2600,53000.0,0.0,28.0,24.0,4.0,20.38461494,2,5,2
1,53,2880,59723.0,0.0,28.0,28.0,0.0,20.7371521,2,20,0
1,45,1725,55000.0,0.0,26.0,26.0,0.0,31.884058,2,7,1
1,60,2060,17750.0,0.0,38.0,38.0,0.0,8.616504669,2,12,3
1,45,2480,34500.0,0.0,26.0,24.0,2.0,13.91129017,2,2,3
1,29,2056,28000.0,0.0,8.0,8.0,0.0,13.61867714,0,2,2
1,44,1970,44000.0,1.0,26.0,24.0,2.0,22.33502579,2,1,0
1,41,2142,30016.0,0.0,22.0,22.0,0.0,14.01307201,2,5,3
1,30,1715,21700.0,0.0,7.0,6.0,1.0,12.65306091,1,13,3
1,54,2180,37701.0,2.0,26.0,26.0,0.0,17.29403687,0,17,0
1,36,2000,11000.0,0.0,18.0,10.0,8.0,5.5,2,13,3
1,53,2080,30900.0,0.0,33.0,33.0,0.0,14.85576916,2,5,2
1,44,2156,26022.0,0.0,26.0,26.0,0.0,12.0695734,2,16,0
1,45,2304,52000.0,0.0,25.0,25.0,0.0,22.56944466,0,13,2
1,27,2000,26000.0,0.0,9.0,8.0,1.0,13.0,2,15,3
1,41,2100,19000.0,0.0,21.0,18.0,3.0,9.047618866,0,15,0
1,31,2579,54000.0,1.0,13.0,8.0,5.0,20.93834877,2,12,1
1,59,1848,55000.0,1.0,35.0,35.0,0.0,29.76190567,2,17,1
1,43,2295,38000.0,1.0,24.0,24.0,0.0,16.55773354,2,11,3
1,28,1701,20000.0,0.0,10.0,6.0,4.0,11.75778961,2,5,0
1,26,1805,6100.0,0.0,8.0,8.0,0.0,3.379501343,2,20,3
1,43,2723,23852.0,0.0,24.0,20.0,4.0,8.759456635,2,20,2
1,45,2040,25000.0,0.0,25.0,24.0,1.0,12.25490189,0,13,2
1,57,1600,7000.0,0.0,34.0,34.0,0.0,4.375,0,20,2
1,47,2199,54000.0,0.0,28.0,28.0,0.0,24.55661583,2,5,2
1,42,1960,17000.0,0.0,22.0,22.0,0.0,8.673469543,0,13,1
1,38,2640,69000.0,0.0,15.0,13.0,2.0,26.13636398,2,15,0
1,57,2000,28000.0,0.0,38.0,36.0,2.0,14.0,2,5,0
1,41,2582,29000.0,0.0,23.0,23.0,0.0,11.23160362,2,20,0
1,27,2000,16500.0,0.0,8.0,8.0,0.0,8.25,0,5,2
1,49,1864,56000.0,2.0,31.0,29.0,2.0,30.04291916,2,14,1
1,44,2530,32000.0,0.0,26.0,24.0,2.0,12.64822102,2,5,0
1,31,2500,48000.0,0.0,9.0,9.0,0.0,19.20000076,0,20,2
1,52,2040,15000.0,0.0,34.0,32.0,2.0,7.352941036,0,20,0
1,30,1268,20000.0,0.0,11.0,9.0,2.0,15.77287102,0,18,2
1,38,1848,25250.0,0.0,20.0,19.0,1.0,13.66341972,2,12,2
1,27,1944,14000.0,0.0,9.0,2.0,7.0,7.201646328,2,2,2
1,58,1872,35000.0,0.0,39.0,39.0,0.0,18.69658089,0,20,0
1,33,1840,21000.0,0.0,15.0,14.0,1.0,11.41304302,2,4,1
1,51,1966,20148.0,0.0,29.0,29.0,0.0,10.24821949,2,15,2
1,30,2000,12000.0,0.0,12.0,11.0,1.0,6.0,2,20,1
1,52,2304,56000.0,2.0,29.0,29.0,0.0,24.30555534,2,6,0
1,30,2040,22000.0,0.0,12.0,10.0,2.0,10.78431416,0,15,2
1,31,2040,19500.0,0.0,11.0,10.0,1.0,9.558823586,0,15,1
1,49,1715,45000.0,0.0,31.0,31.0,0.0,26.23906708,2,17,1
1,29,1960,30000.0,0.0,11.0,11.0,0.0,15.30612278,2,12,1
1,26,1344,17000.0,0.0,8.0,8.0,0.0,12.64880943,2,5,0
1,56,1588,25000.0,0.0,31.0,31.0,0.0,15.74307346,0,5,2
1,33,2450,11522.0,0.0,15.0,15.0,0.0,4.702857018,2,20,2
1,45,2424,42000.0,0.0,26.0,26.0,0.0,17.32673264,1,15,0
1,47,2389,25309.0,0.0,29.0,29.0,0.0,10.59397221,2,20,3
1,51,2040,23000.0,0.0,28.0,26.0,2.0,11.27450943,2,5,0
1,33,2500,39000.0,1.0,15.0,11.0,4.0,15.60000038,2,17,2
1,53,2344,37000.0,0.0,35.0,35.0,0.0,15.78498268,2,20,3
1,46,1880,55000.0,0.0,22.0,22.0,0.0,29.2553196,2,0,3
1,49,2295,37500.0,2.0,31.0,31.0,0.0,16.33986855,2,19,0
1,57,2115,19000.0,0.0,36.0,36.0,0.0,8.983451843,2,15,1
1,54,1960,65000.0,0.0,35.0,35.0,0.0,33.16326523,2,5,0
1,47,1750,42000.0,0.0,28.0,28.0,0.0,24.0,2,15,3
1,36,1928,45000.0,0.0,16.0,16.0,0.0,23.34024811,2,15,0
1,44,2040,18000.0,0.0,19.0,18.0,1.0,8.823529243,0,15,3
1,43,2500,48000.0,1.0,25.0,20.0,5.0,19.20000076,2,12,0
1,29,2510,20025.0,0.0,11.0,9.0,2.0,7.978087425,2,5,3
1,29,2728,22000.0,1.0,11.0,7.0,4.0,8.064516068,2,1,1
1,32,1840,18000.0,0.0,13.0,13.0,0.0,9.782608986,2,15,0
1,36,1050,32800.0,2.0,12.0,5.0,7.0,31.23809433,2,14,2
1,27,2021,43000.0,0.0,8.0,3.0,5.0,21.27659607,2,0,3
1,55,1750,32000.0,1.0,36.0,35.0,1.0,18.2857151,2,17,1
1,27,2000,18000.0,0.0,9.0,9.0,0.0,9.0,1,5,3
1,36,2205,58000.0,1.0,18.0,15.0,3.0,26.30385399,2,17,1
1,38,2125,22263.0,0.0,16.0,15.0,1.0,10.47670555,0,19,2
1,26,2000,24000.0,0.0,8.0,8.0,0.0,12.0,2,12,0
1,35,2928,42000.0,1.0,16.0,14.0,2.0,14.34426212,2,12,0
1,33,2096,29500.0,0.0,14.0,12.0,2.0,14.0744276,2,15,2
1,59,2000,8400.0,0.0,41.0,41.0,0.0,4.199999809,2,15,2
1,52,1973,42000.0,0.0,14.0,13.0,1.0,21.28738022,0,15,0
1,37,2550,45000.0,2.0,16.0,16.0,0.0,17.64705849,2,11,3
1,41,2320,33500.0,0.0,19.0,19.0,0.0,14.4396553,0,13,2
1,31,2817,26900.0,0.0,13.0,12.0,1.0,9.549165726,2,15,0
1,44,2080,40000.0,0.0,21.0,21.0,0.0,19.23077011,2,15,0
1,29,2201,23452.0,1.0,11.0,9.0,2.0,10.65515709,0,12,0
1,42,1848,23000.0,0.0,24.0,24.0,0.0,12.44588757,2,0,3
1,37,2382,38000.0,1.0,13.0,5.0,8.0,15.952981,2,18,2
1,49,2024,48000.0,0.0,25.0,25.0,0.0,23.71541595,0,20,2
1,40,2600,42000.0,0.0,20.0,17.0,3.0,16.15384674,2,5,0
1,42,2080,9000.0,0.0,21.0,20.0,1.0,4.326922894,2,20,2
1,33,1984,23450.0,1.0,15.0,11.0,4.0,11.81955624,2,6,0
1,30,2350,11200.0,0.0,12.0,12.0,0.0,4.765957355,0,13,2
1,47,2000,14000.0,0.0,29.0,29.0,0.0,7.0,2,13,0
1,58,2000,34000.0,1.0,35.0,33.0,2.0,17.0,2,12,2
1,40,2805,36000.0,0.0,22.0,20.0,2.0,12.8342247,0,17,0
1,39,2064,38000.0,0.0,20.0,20.0,0.0,18.41085243,0,5,2
1,25,2650,23000.0,0.0,7.0,4.0,3.0,8.679244995,2,15,1
1,35,2080,35000.0,0.0,14.0,11.0,3.0,16.82692337,2,5,3
1,31,2520,10790.0,0.0,11.0,11.0,0.0,4.281745911,0,20,2
1,35,1002,28000.0,0.0,17.0,12.0,5.0,27.94411087,2,5,2
1,56,1900,20600.0,1.0,32.0,22.0,10.0,10.84210491,2,13,1
1,26,2393,9980.0,1.0,8.0,7.0,1.0,4.170497417,2,12,2
1,26,2008,21000.0,0.0,8.0,8.0,0.0,10.45816708,0,5,2
1,43,2000,12000.0,0.0,25.0,25.0,0.0,6.0,2,17,2
1,35,1400,16500.0,0.0,17.0,15.0,2.0,11.78571415,2,5,1
1,51,1960,28000.0,0.0,27.0,26.0,1.0,14.28571415,2,5,3
1,34,2563,58000.0,1.0,16.0,16.0,0.0,22.62973022,2,12,3
1,32,2152,35500.0,0.0,11.0,10.0,1.0,16.49628258,2,5,1
1,31,2470,58000.0,0.0,10.0,10.0,0.0,23.48178101,2,17,1
1,47,1908,13500.0,2.0,21.0,20.0,1.0,7.075471878,2,14,2
1,27,1820,22000.0,2.0,3.0,1.0,2.0,12.08791256,2,10,2
1,39,2184,29000.0,0.0,20.0,20.0,0.0,13.27838802,0,12,2
1,42,1785,33000.0,0.0,24.0,24.0,0.0,18.48739433,0,20,1
1,25,1880,11200.0,0.0,7.0,6.0,1.0,5.957446575,2,2,0
1,27,2580,13144.0,1.0,9.0,4.0,5.0,5.094573498,2,1,2
1,49,1880,21000.0,0.0,26.0,26.0,0.0,11.17021275,2,2,0
1,33,1920,26000.0,0.0,15.0,11.0,4.0,13.54166698,0,13,2
1,42,2035,30500.0,0.0,18.0,16.0,3.0,14.98771477,2,13,3
1,41,2253,3500.0,2.0,23.0,16.0,7.0,1.553484201,2,19,1
1,43,1908,46000.0,0.0,19.0,18.0,1.0,24.10901451,2,15,3
1,51,2000,28500.0,0.0,24.0,16.0,8.0,14.25,0,13,0
1,34,1645,7700.0,0.0,13.0,13.0,0.0,4.680850983,0,13,2
1,27,2167,45000.0,0.0,9.0,9.0,0.0,20.76603508,0,20,0
1,29,1960,48500.0,0.0,9.0,7.0,2.0,24.74489784,0,20,2
1,25,1350,7300.0,0.0,7.0,4.0,3.0,5.407407284,2,13,2
1,29,2000,52000.0,1.0,5.0,3.0,2.0,26.0,0,6,2
1,55,1920,40000.0,0.0,26.0,21.0,5.0,20.83333397,1,3,3
1,35,2600,30000.0,0.0,15.0,15.0,0.0,11.53846169,0,5,0
1,60,1804,55000.0,1.0,35.0,28.0,7.0,30.48780441,2,13,3
1,29,1606,10800.0,0.0,10.0,10.0,0.0,6.72478199,2,9,1
1,56,2178,38000.0,0.0,30.0,30.0,0.0,17.44719887,2,5,1
1,53,2283,8967.0,0.0,34.0,34.0,0.0,3.927726746,0,12,2
1,43,2450,42000.0,1.0,18.0,12.0,6.0,17.1428566,2,12,0
1,47,1992,13000.0,0.0,29.0,29.0,0.0,6.52610445,0,9,1
1,33,1297,13100.0,0.0,15.0,14.0,1.0,10.10023117,2,5,1
1,26,1540,26000.0,0.0,6.0,6.0,0.0,16.88311768,2,5,2
1,27,2080,32000.0,0.0,7.0,5.0,2.0,15.38461494,2,5,0
1,28,2376,8200.0,0.0,7.0,4.0,3.0,3.451178551,0,15,2
1,42,2160,55000.0,0.0,19.0,19.0,0.0,25.4629631,0,20,2
1,49,2340,40000.0,0.0,31.0,31.0,0.0,17.09401703,2,5,0
1,32,2750,43000.0,1.0,14.0,14.0,0.0,15.63636398,2,4,0
1,36,1560,12150.0,0.0,18.0,10.0,8.0,7.788461685,2,2,3
1,44,1880,53000.0,2.0,25.0,21.0,4.0,28.19149017,2,12,1
1,41,2080,10800.0,0.0,23.0,23.0,0.0,5.192307472,0,16,0
1,44,2331,32000.0,0.0,24.0,23.0,1.0,13.72801399,2,12,2
1,34,1856,15500.0,0.0,16.0,16.0,0.0,8.351293564,0,13,2
1,30,2120,13000.0,0.0,12.0,11.0,1.0,6.13207531,0,20,2
1,59,1940,30000.0,0.0,41.0,41.0,0.0,15.46391773,0,20,1
1,28,2080,16200.0,0.0,8.0,7.0,1.0,7.788461685,1,7,2
1,34,2056,40000.0,0.0,7.0,7.0,0.0,19.4552536,0,13,0
1,55,2040,34680.0,0.0,30.0,29.0,1.0,17.0,0,20,2
1,64,1760,41000.0,0.0,39.0,39.0,0.0,23.29545403,1,15,0
1,26,2400,26000.0,0.0,8.0,7.0,1.0,10.83333302,2,1,0
1,33,2352,28400.0,1.0,15.0,9.0,6.0,12.07483006,2,0,0
1,25,2384,39000.0,0.0,1.0,1.0,0.0,16.35906029,2,5,0
1,34,2048,10000.0,0.0,12.0,12.0,0.0,4.8828125,0,7,2
1,47,1840,32597.0,0.0,19.0,19.0,0.0,17.71576118,2,3,2
1,57,2000,37000.0,0.0,33.0,33.0,0.0,18.5,0,20,2
1,49,2016,34272.0,0.0,23.0,21.0,2.0,17.0,0,5,2
1,46,2064,33140.0,0.0,25.0,25.0,0.0,16.05620193,2,12,2
1,43,2024,43500.0,1.0,21.0,20.0,1.0,21.49209404,2,17,0
1,30,2008,13534.0,0.0,12.0,12.0,0.0,6.740039825,0,20,2
1,59,1852,21270.0,0.0,41.0,41.0,0.0,11.4848814,0,12,0
1,26,1848,47000.0,1.0,4.0,1.0,3.0,25.43290138,2,4,0
1,36,1944,48000.0,2.0,14.0,7.0,7.0,24.69135857,0,6,2
1,38,1785,10100.0,0.0,15.0,11.0,5.0,5.658263206,2,12,0
1,47,2040,42000.0,0.0,24.0,22.0,2.0,20.58823586,2,4,1
1,42,1960,22500.0,0.0,22.0,22.0,0.0,11.47959137,2,0,2
1,56,1905,17837.0,0.0,38.0,38.0,0.0,9.363254547,2,5,1
1,45,2080,10000.0,0.0,19.0,14.0,6.0,4.807692528,0,2,3
1,46,1915,36500.0,1.0,25.0,24.0,1.0,19.06005287,0,0,2
1,36,2250,36000.0,0.0,18.0,18.0,0.0,16.0,2,0,0
1,39,2024,35000.0,0.0,20.0,20.0,0.0,17.29249001,2,12,2
1,44,2204,31800.0,0.0,24.0,24.0,0.0,14.4283123,2,5,0
1,35,2340,43000.0,0.0,16.0,15.0,1.0,18.37606812,2,7,1
1,30,2050,30000.0,0.0,12.0,12.0,0.0,14.63414669,2,0,3
1,32,2256,20940.0,1.0,14.0,14.0,0.0,9.281914711,0,0,1
1,43,1465,4700.0,0.0,25.0,25.0,0.0,3.208191156,0,5,2
1,40,2104,36000.0,0.0,19.0,19.0,0.0,17.11026573,2,5,0
1,57,1864,41294.0,0.0,31.0,25.0,6.0,22.15343285,2,5,1
1,53,2012,47600.0,0.0,30.0,30.0,0.0,23.65805244,2,12,1
1,32,1744,26000.0,1.0,14.0,10.0,4.0,14.90825653,0,0,0
1,39,2400,61000.0,1.0,16.0,15.0,1.0,25.41666603,2,12,0
1,59,1240,11500.0,0.0,34.0,28.0,6.0,9.274193764,2,12,0
1,40,2680,50000.0,2.0,22.0,17.0,5.0,18.6567173,2,4,1
1,38,1932,15000.0,0.0,20.0,20.0,0.0,7.763975143,0,20,2
1,33,1600,37000.0,1.0,6.0,4.0,2.0,23.125,2,11,3
1,47,1823,22000.0,0.0,29.0,29.0,0.0,12.06801987,2,5,1
1,32,1920,16243.0,0.0,14.0,14.0,0.0,8.459896088,0,13,0
1,33,2510,18818.0,0.0,12.0,12.0,0.0,7.497210979,2,5,0
1,37,2400,60000.0,0.0,16.0,14.0,2.0,25.0,2,4,0
1,39,2241,27000.0,0.0,16.0,14.0,2.0,12.04819298,2,5,0
1,30,1788,50000.0,1.0,12.0,12.0,0.0,27.9642067,2,16,0
1,55,1894,23000.0,0.0,32.0,32.0,0.0,12.14361095,2,6,1
1,56,2237,52000.0,1.0,31.0,30.0,1.0,23.24541855,2,17,3
1,26,2072,20759.0,0.0,8.0,8.0,0.0,10.01882267,0,5,2
1,48,1960,21000.0,0.0,30.0,30.0,0.0,10.71428585,2,15,2
1,43,1748,45000.0,0.0,17.0,13.0,4.0,25.74370766,2,5,0
1,25,2300,16940.0,0.0,7.0,7.0,0.0,7.365217209,2,5,2
1,27,2115,22000.0,0.0,6.0,5.0,1.0,10.40189171,2,2,2
1,40,2250,4204.0,0.0,22.0,21.0,1.0,1.868444443,0,5,2
1,25,2739,65000.0,1.0,4.0,2.0,2.0,23.73128891,2,6,1
1,51,2156,16639.0,0.0,26.0,24.0,3.0,7.717532635,2,5,2
1,56,2715,58000.0,2.0,33.0,31.0,2.0,21.36279869,2,18,1
1,42,2860,50000.0,0.0,17.0,17.0,0.0,17.48251724,2,20,3
1,47,2835,33000.0,0.0,29.0,25.0,4.0,11.64021206,2,20,3
1,35,1688,29000.0,2.0,17.0,13.0,4.0,17.18009567,2,11,2
1,43,2304,65000.0,0.0,24.0,23.0,1.0,28.21180534,2,5,3
1,25,1613,13000.0,0.0,7.0,7.0,0.0,8.059515953,0,1,0
1,54,1175,12000.0,0.0,29.0,29.0,0.0,10.21276569,2,20,2
1,40,2295,30000.0,0.0,21.0,21.0,0.0,13.0718956,0,20,2
1,34,2264,16499.0,0.0,16.0,16.0,0.0,7.28754425,2,15,3
1,33,1388,22000.0,0.0,10.0,9.0,1.0,15.85014439,2,15,0
1,38,2170,27000.0,0.0,20.0,18.0,2.0,12.44239616,2,20,0
1,41,2630,40000.0,0.0,22.0,22.0,0.0,15.20912552,2,20,0
1,31,1960,25000.0,0.0,12.0,12.0,0.0,12.75510216,2,16,1
1,54,1885,27000.0,0.0,36.0,36.0,0.0,14.32360744,2,5,0
1,27,2600,14300.0,0.0,9.0,5.0,4.0,5.5,2,16,2
1,33,2850,25000.0,1.0,15.0,11.0,4.0,8.771929741,2,12,0
1,25,2190,12200.0,0.0,7.0,5.0,2.0,5.570776463,0,3,2
1,34,1764,25000.0,0.0,16.0,16.0,0.0,14.17233562,0,13,1
1,47,2000,29000.0,0.0,28.0,27.0,1.0,14.5,0,15,2
1,25,2084,31175.0,0.0,6.0,6.0,0.0,14.95921326,2,15,0
1,55,2397,65000.0,0.0,31.0,31.0,0.0,27.11722946,0,20,1
1,26,1960,32000.0,0.0,2.0,2.0,0.0,16.32653046,2,13,3
1,30,2058,35000.0,0.0,12.0,12.0,0.0,17.00680351,0,5,2
1,56,1254,14500.0,0.0,31.0,27.0,4.0,11.56299877,2,15,2
1,48,1196,22724.0,0.0,30.0,30.0,0.0,19.0,0,15,1
1,45,2000,34000.0,0.0,24.0,24.0,0.0,17.0,0,2,2
1,53,1904,30000.0,0.0,29.0,27.0,2.0,15.75630283,2,13,0
1,39,1968,16843.0,0.0,21.0,21.0,0.0,8.558434486,2,0,2
1,60,2550,36000.0,0.0,41.0,40.0,1.0,14.11764717,2,15,0
1,33,2304,33000.0,0.0,14.0,14.0,0.0,14.32291698,2,13,1
1,37,2112,22000.0,0.0,17.0,16.0,1.0,10.41666698,1,20,2
1,42,2044,33000.0,1.0,22.0,20.0,2.0,16.14481354,2,8,0
1,27,2109,16500.0,0.0,9.0,8.0,1.0,7.823613167,2,13,1
1,41,2100,36000.0,0.0,20.0,20.0,0.0,17.1428566,0,20,2
1,29,1920,64000.0,0.0,7.0,5.0,2.0,33.33333206,2,0,2
1,32,2021,53000.0,1.0,12.0,4.0,8.0,26.2246418,1,6,2
1,48,2239,22000.0,0.0,6.0,4.0,2.0,9.825815201,2,7,2
1,42,1890,52500.0,1.0,17.0,11.0,6.0,27.77777863,2,6,1
1,28,1968,14300.0,0.0,9.0,8.0,1.0,7.266260147,0,5,0
1,39,1920,19400.0,0.0,21.0,21.0,0.0,10.10416698,2,15,1
1,47,2080,40000.0,0.0,29.0,29.0,0.0,19.23077011,2,5,2
1,54,1920,53000.0,1.0,31.0,26.0,5.0,27.60416603,2,11,3
1,35,2016,30000.0,0.0,12.0,12.0,0.0,14.88095284,2,13,3
1,34,2480,50000.0,0.0,15.0,9.0,6.0,20.16129112,2,15,2
1,41,1824,10000.0,0.0,23.0,22.0,1.0,5.482456207,2,15,1
1,36,1753,20000.0,1.0,16.0,15.0,1.0,11.40901279,0,17,0
1,47,1632,22000.0,0.0,4.0,1.0,3.0,13.48039246,2,13,0
1,46,2790,44667.0,0.0,28.0,28.0,0.0,16.00967789,2,12,0
1,34,1956,13000.0,0.0,16.0,16.0,0.0,6.646216869,0,15,2
1,44,2142,40000.0,1.0,17.0,14.0,3.0,18.67413712,2,0,2
1,36,2467,46500.0,0.0,13.0,11.0,2.0,18.84880447,2,5,2
1,40,2233,33000.0,0.0,22.0,22.0,0.0,14.77832508,2,3,0
1,36,2430,67800.0,0.0,17.0,16.0,1.0,27.90123367,2,12,0
1,57,1888,42000.0,1.0,31.0,31.0,0.0,22.24576187,2,0,3
1,26,2116,13225.0,0.0,5.0,4.0,1.0,6.25,0,16,0
1,31,2415,24000.0,0.0,13.0,13.0,0.0,9.937888145,2,17,0
1,59,2750,27000.0,0.0,37.0,37.0,0.0,9.818181992,2,12,3
1,26,1650,19900.0,0.0,8.0,8.0,0.0,12.060606,2,5,0
1,42,1958,11000.0,0.0,23.0,23.0,0.0,5.617977619,2,12,2
1,30,2018,25000.0,0.0,9.0,9.0,0.0,12.38850307,2,5,1
1,35,2550,29351.0,0.0,17.0,17.0,0.0,11.51019573,2,12,3
1,29,1852,17000.0,0.0,11.0,11.0,0.0,9.179265976,2,15,2
1,48,2043,43429.0,1.0,29.0,25.0,4.0,21.25746536,2,0,2
1,43,2360,33861.0,0.0,24.0,24.0,0.0,14.34788132,0,13,2
1,31,2100,23000.0,1.0,13.0,9.0,4.0,10.95238113,2,12,1
1,36,2770,23000.0,0.0,15.0,12.0,3.0,8.303249359,2,12,1
1,39,1912,50000.0,0.0,18.0,18.0,0.0,26.15062714,0,17,0
1,37,1980,55000.0,0.0,17.0,17.0,0.0,27.77777863,0,13,0
1,58,1868,34000.0,0.0,32.0,32.0,0.0,18.20128441,2,5,0
1,39,1078,12000.0,0.0,21.0,16.0,5.0,11.13172531,2,2,1
1,30,2096,43000.0,0.0,11.0,11.0,0.0,20.51526642,0,15,2
1,26,2095,25428.0,0.0,8.0,8.0,0.0,12.13747025,0,5,1
1,43,1833,27000.0,0.0,24.0,24.0,0.0,14.7299509,2,5,1
1,29,1960,18000.0,0.0,11.0,11.0,0.0,9.183673859,0,13,2
1,29,2000,10005.0,0.0,11.0,11.0,0.0,5.002500057,0,7,2
1,33,1908,6850.0,0.0,15.0,15.0,0.0,3.59014678,0,12,2
1,53,1960,7938.0,0.0,35.0,34.0,1.0,4.050000191,0,12,2
1,49,2652,57000.0,0.0,30.0,30.0,0.0,21.49321175,2,17,2
1,30,2104,30000.0,0.0,12.0,12.0,0.0,14.25855541,2,5,1
1,44,2032,30000.0,0.0,25.0,25.0,0.0,14.76377964,0,17,2
1,43,2080,43000.0,0.0,18.0,17.0,1.0,20.67307663,2,13,1
1,35,2187,35000.0,0.0,17.0,17.0,0.0,16.00365829,2,5,2
1,26,1702,17500.0,0.0,8.0,7.0,1.0,10.28202152,2,15,0
1,32,2072,21300.0,0.0,13.0,9.0,4.0,10.27992249,2,12,0
1,31,1967,36105.0,2.0,12.0,8.0,4.0,18.35536385,0,3,2
1,28,2477,17000.0,0.0,10.0,8.0,2.0,6.86314106,2,5,1
1,32,2020,16000.0,0.0,13.0,12.0,1.0,7.920792103,2,15,1
1,53,2550,55000.0,1.0,29.0,28.0,1.0,21.56862831,2,5,2
1,31,2642,52000.0,0.0,9.0,9.0,0.0,19.68205833,2,13,0
1,54,2600,37000.0,0.0,31.0,27.0,4.0,14.23076916,2,17,0
1,44,1820,27000.0,0.0,21.0,20.0,1.0,14.83516502,2,5,1
1,35,1562,22208.0,0.0,17.0,16.0,1.0,14.21766949,2,5,0
1,48,2080,40000.0,0.0,28.0,28.0,0.0,19.23077011,0,15,0
1,32,2450,38000.0,1.0,14.0,14.0,0.0,15.51020432,2,20,1
1,58,1960,60000.0,0.0,36.0,36.0,0.0,30.61224556,0,20,3
1,50,2000,10140.0,0.0,25.0,25.0,0.0,5.070000172,0,20,2
1,37,2156,19000.0,0.0,19.0,19.0,0.0,8.812616348,2,15,2
1,60,1725,29000.0,0.0,42.0,42.0,0.0,16.81159401,2,15,0
1,33,2510,58000.0,0.0,9.0,9.0,0.0,23.10757065,0,12,2
1,38,2098,45000.0,0.0,12.0,9.0,3.0,21.4489994,2,0,3
1,25,2384,10000.0,0.0,7.0,7.0,0.0,4.1946311,2,2,0
1,55,2065,19000.0,0.0,34.0,34.0,0.0,9.200968742,2,12,0
1,49,2000,32000.0,1.0,29.0,29.0,0.0,16.0,0,0,2
1,43,1912,66400.0,2.0,22.0,21.0,1.0,34.72803497,2,4,1
1,37,2750,52000.0,0.0,13.0,13.0,0.0,18.90909004,2,16,3
1,25,2390,13261.0,0.0,6.0,6.0,0.0,5.548535347,2,5,3
1,43,2350,28000.0,0.0,15.0,14.0,1.0,11.91489315,2,20,2
